"","brewery_id","X","abv","ibu","id","name","style","ounces","brew_name","city","state","city_state"
"1950",392,1812,0.045,NA,599,"Santa Fe Irish Red Ale","Irish Red Ale",12,"Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe  NM"
"1951",392,1813,NA,NA,307,"Santa Fe Oktoberfest","Märzen / Oktoberfest",12,"Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe  NM"
"1952",392,1814,0.08,NA,305,"Imperial Java Stout","Russian Imperial Stout",12,"Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe  NM"
"1953",392,1815,0.055,NA,304,"Freestyle Pilsner","German Pilsener",12,"Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe  NM"
"1954",392,1816,0.066,NA,217,"Happy Camper IPA","American IPA",12,"Santa Fe Brewing Company","Santa Fe"," NM","Santa Fe  NM"
"1955",393,1325,0.053,11,1508,"Shark Bait","Fruit / Vegetable Beer",12,"Miami Brewing Company","Miami"," FL","Miami  FL"
"1956",393,1326,0.053,30,1507,"Gator Tail Brown Ale","American Brown Ale",12,"Miami Brewing Company","Miami"," FL","Miami  FL"
"1957",393,1327,0.071,62,1506,"Miami Vice IPA","American IPA",12,"Miami Brewing Company","Miami"," FL","Miami  FL"
"1958",393,1328,0.053,16,1325,"Big Rod Coconut Ale","American Blonde Ale",12,"Miami Brewing Company","Miami"," FL","Miami  FL"
"1959",394,1818,0.065,NA,1503,"Oak Aged Cider","Cider",12,"Schilling & Company","Seattle"," WA","Seattle  WA"
"1960",394,1819,0.065,NA,1466,"Ginger Cider","Cider",12,"Schilling & Company","Seattle"," WA","Seattle  WA"
"1961",394,1820,0.065,NA,1245,"Schilling Hard Cider","Cider",12,"Schilling & Company","Seattle"," WA","Seattle  WA"
"1962",395,1068,0.07,NA,1501,"Green House India Pale Ale","American IPA",12,"Hops & Grain Brewery","Austin"," TX","Austin  TX"
"1963",395,1069,0.051,NA,1004,"The One They Call Zoe","American Pale Lager",12,"Hops & Grain Brewery","Austin"," TX","Austin  TX"
"1964",395,1070,0.051,40,502,"Alteration","Altbier",12,"Hops & Grain Brewery","Austin"," TX","Austin  TX"
"1965",395,1071,0.06,50,501,"Pale Dog","American Pale Ale (APA)",12,"Hops & Grain Brewery","Austin"," TX","Austin  TX"
